,attitude,tweets
2570,neutral,9th day of continuous shelling of Baba Amr http://t.co/01dZwmSu #Syria
2573,neutral,@emilydistefano my mom literally just asked me that. But lets go to the game Saturday & get Taco Bell before or after!
2576,neutral,Going home to try and maybe study for the SATs tomorrow
2577,neutral,OK...Crash I-5 SB at the I-84 exit is CLEAR...still slow between 4th Plain and I-84. #pdxtraffic
2579,neutral,http://t.co/z1tmEXw6 Kugan Cassius interviewing Ricky Burns on his Dec 15th fight! Is Rick the only World Champ still working part time?!..
2580,neutral,O'Brien: #PennState players came back Monday ready to go. Said he believes they and coaches have put Ohio State game behind them.
2581,neutral,Junhyung is involved in a new song with Prepix. I think he produced the song. The song will be released on April 24th. http://t.co/Ysz9MFhu
2586,neutral,Remember to join the Springboks at 3pm tomorrow at Orlando Stadium to watch their open training session as they... http://t.co/vaCN6EZ0
2587,neutral,TOMORROW 9/5:  Come get a FREE mustache tee @ Party on the Plaza in front of Gregory Gym from 10am-5pm!  We have a... http://t.co/0AMywXcv
2589,neutral,Monday's daily cask is India Pale Ale with Cascades
2592,neutral,Coming to a news stand near you! The best conservative magazine on the block. I write on why GOP needs a new Jack Kemp. http://t.co/FObY27y9
2594,neutral,I may even stroll to something besides Rosa at Jouvert! But only cause it's dark... lol THIS SATURDAY! Tickets $25 !
2597,neutral,Get 25% OFF in the Jurys Inn 24 Hour Sale this Wednesday http://t.co/P6k9cWC0
2600,neutral,Just had our 1st trick-or-treater in 4+ yrs here in the desert. Caught me totally off guard- gave him a candy cane from a box someone sent.
2602,neutral,"""April Jones"
2603,neutral,"""We're partnering with our friends at Ten Thousand Villages in Green Hills on Sunday"
2604,neutral,Peyton Manning Uganda Jordan Farmar I can take it Papi
2605,neutral,"""Three sleeps till the Bold"
2612,neutral,Droid Bonic ICS device? You may want to research if you are having issues http://t.co/B4ax9Ndt
2619,neutral,Come along on Sunday 11 November to the Hilton Hotel in Dundee from 1-5pm. The Clays Shop will have a stall along... http://t.co/80AGICXl
2621,neutral,"""#PVRDirectorsRare to release Aditi Roy's National Award winning #Abosheshey with Eng subs on Oct 12. NETPAC Best Asian Film"
2622,neutral,Someone take me to Charleston with them Tuesday...
2633,neutral,In Manhattan? Please bring food/batteries to the#homeless residents of @HelpUSA's RFK apt @ 113 East 13th St#SandyVolunteer
2642,neutral,When I looked at the full moon last night I immediately thought of Remus Lupin @RJMoony
2645,neutral,"""Okay sleep early tonight"
2648,neutral,Sooooo I may or may not be freaking out. I was watching their show at Radio City and umm it just like...hit http://t.co/mHCIC7fi
2649,neutral,"""SUNNYBANK. Come along to our FREE Fertility Information Morning at Sunnybank"
2654,neutral,Final hours for 2012 STN challenge.  Groups working on first drafts.  Tomorrow 2 pm HST is the DEADline
2656,neutral,Just said hello to Dennis Kucinich as he walked casually through campus with his #hotwife. He's on 22nd st!
2657,neutral,"""China Telecom added 8.35 million users during 2nd quarter"
2659,neutral,@kingmatt86 that may sound like a plan! Are you staying in terra nova? maybe come out for one after I've had some grub
2661,neutral,Tune in to Mtv Hits tomorrow for the Making Of #WIDEAWAKE & don't forget 2 vote 4 Wide Awake for a MTV VMA! http://t.co/cBLLyo6j @katyperry
2663,neutral,"""Obama closing gap with Romney in USA 2012 elections: (AGI) Washington"
2665,neutral,via @NBCDFWWeather: Don't forget this weekend is the end of Daylight Saving Time. Set you clocks BACK 1 hour Sat night when you go to bed. E
2666,neutral,Just thinking about my 21st birthday made me realize that it's 2 weeks after St. Patty's Day. #buzzkill
2667,neutral,@twentyy_fifthh what you mean? You mean Jonghyun and Lee Joon are sharing 1st place?!?
2669,neutral,On November 11 Sprint to start selling the Galaxy Tab 2 with LTE with a price tag of $549.99
2671,neutral,[Update] Oct 30th: World Date with SHINee  Key and Jonghyun mentioned in one of cast member's tweet... http://t.co/Ioic1Se3
2672,neutral,I race the sun home in the morning and the moon up at night - Jennifer Lawrence
2673,neutral,"""AS Roma announce that midfield maestro De Rossi will hold a press conference in the Eternal City"
2674,neutral,"""#BARCELONA: left back Jordi Alba is out of game vs #Getafe through illness but"
2679,neutral,think a spontaneous sojourn to the City of Light may be in order. Its all Paris Fashion Week's fault...
2682,neutral,@FindHitarth you remember being king of the playground Monday mornings? I feel like a Tooting&Mitcham fan now days
2684,neutral,@PinckAshtronaut tell that to the little african girls who have to put on a strip show for Kony on their saturday nights #firstworldpains
2688,neutral,"""Due to the hurricane"
2689,neutral,I may have caught a UFO engaging warp drive in the background of this photo. http://t.co/ASY4DOye
2693,neutral,@Sarah4PCC the student debate at DMU is now confirmed for 5pm on November 5th! Exact details to follow
2696,neutral,@HawkeyeNation Wasn't the 2009 class 11th (last) in Big Ten?
2702,neutral,Just watched Dashboard Confessional's video for Stolen for the 1st time in several years and realized Olivia Wilde is in it. Mind...Blown...
2703,neutral,"""@HarveyisHERE Game 3 of the Finals will be played this coming Friday"
2704,neutral,"""On this day: 20 June 1987"
2707,neutral,"""@SullivanHallNYC  Check out World Music Poet"
2710,neutral,@FinE_BoY_kzO shege don't comw I'm going to abj tomorrow
2714,neutral,#favouriteAlbums BSB - Black&Blue; B2ST - Just Before Shock; THSK - Five in the Black; Maliq& D'essentials - 1st; Ra.D - Realcollabo
2718,neutral,@KatyaKaramel1 Friday Night Lights? It's a tv show. Set in Texas about American Football. Only watched it for Taylor Kitsch really.
2719,neutral,@TitoNation28 idk who's in charge of the B/G float...but were floating this Friday. You ain't down...
2720,neutral,"""LATEST: Is Bigger Better? A Look at Samsung's Galaxy Note II: BY Steve Kovach | FROM Business Insider| October 28"
2722,neutral,Saturday August 18 will be Texas Two Step with our scrimmage beginning around 1:15 p.m. at Gregory Gym. Doors will open at noon.
2724,neutral,Everybody about to be half naked tomorrow
2725,neutral,#EPAO JCC demands ROP to workcharge employees: Urging the Chief Minister to implement the 6th Pay Commi... http://t.co/T0ziYBvS #MANIPUR
2727,neutral,it's November 1st ... so that means Candy Cane icecream HAS to be in the stores now right?????
2732,neutral,Anyone want to take a ride with me to Atlantic City tomorrow?
2733,neutral,"""Queen Mary dark harbor this Wednesday"
2735,neutral,"""Apple Special event October 23rd - iPad Mini and maybe Macbook pro 13inch Retina"
2737,neutral,"""UFO goes into VOLCANO | October 26"
2738,neutral,Tomorrow's Invisible Children meeting will take place in the LUCAP office beginning at 1pm
2739,neutral,Anyone fancy the boxing in December? Ricky Burns & George Groves fighting. http://t.co/4VUXdvqZ
2741,neutral,http://t.co/f5FampMy Here's the coverage map for ABC-TV's telecast of Saturday's ISU game against Oklahoma which kicks off at 11 am CT.
2742,neutral,"""For all my Sophomores and Juniors"
2743,neutral,Neil deGrasse Tyson - Dream of Tomorrow: Please sign the petition to double NASA's budget to a penny on... http://t.co/OK55cKSM #atheism
2744,neutral,South Korea May Be China Telecom's Next Foreign Conquest: China Telecom has entered the South Korean market by e... http://t.co/yfJFsR3A
2746,neutral,"""#redsox Over the Mon Jose Iglesias"
2748,neutral,NYSE and CME will remained closed on the 30th for all US stock and equity futures
2758,neutral,Preparing my birthday cakes for tomorrow. ..bday girls shouldn't have to bake their own cakes..Oreo cheesecake on the menu for colleagues
2762,neutral,"""Remus Lupin sat in the kitchen of 12 Grimmauld place"
2763,neutral,Karlie Kloss & Joan Smalls Take Paris Fashion Week in the 1st Episode of the New House of Style http://t.co/NBdpndrH (via @Fashionista_com)
2766,neutral,#Syracuse field hockey beat #UConn for the Big East regular season title on Saturday. My story for @DOsports: http://t.co/n4ZjSUfV
2768,neutral,A special presentation was made to Jamie Carragher ahead of Thursday night's Europa League clash with FC Gomel at... http://t.co/HYi6RsRp
2769,neutral,#apple Apple's iPhone event: Join us Wednesday (live blog): The Lam Research Theater at the Yerba Buena Center f... http://t.co/5bSbJQB5
2776,neutral,"""S.L. @ShannonLeto Back to Edmonton"
2781,neutral,Robert Pattinson & Anna Kendrick at the 19th Annual ELLE Women in Hollywood Celebration! http://t.co/k8GY2NTb
2785,neutral,i may have to move to cuba if he does
2787,neutral,Ik heb een @YouTube-video als 'leuk' gemarkeerd http://t.co/Utwrijit Apple Special Event March 7 2012 iPad 3 the new ipad Ful
2791,neutral,@_yukisohma are you folks gonna let you stay over at nat's house tomorrow night?
2793,neutral,@CarloGa51371302 do ya wanna go to trek at LCC this Friday with me
2794,neutral,The Official After Party for NC State's Pep Rally is at Mirage Raleigh this Thursday!! Your host for the night... http://t.co/DtN0wDdx
2797,neutral,Kirko Bangz comes to @VaultNightclub Tomorrow Nite!! Get your tix for the show > http://t.co/vNLoxSQg
2801,neutral,@jassy100194 what time is the service tomorrow beichi? At the COG near SMB
2802,neutral,"""For those not at Cedar Point on the 27th"
2804,neutral,Tomorrow is Men & Women's Day!!!  Are You Ready???  Men's Day @ 10:30 AM with Rev. Isadore Edwards & Women's Day... http://t.co/Lz9ddu51
2805,neutral,Ryan Braun went 0-for-2 with a walk in Saturday's Cactus League game against the Angels
2807,neutral,THIS SUNDAY: Join us at Ten Thousand Villages to get holiday gifts. 15% of the proceeds donated to HIAS Pennsylvania! http://t.co/PPjydgjx
2809,neutral,"""1st points to Sunnybank in Premier Rugby Grand final"
2810,neutral,.@ForeignPressCtr - Live webcast tomorrow 3:30pmET with  former @UN Secretary Gen. Kofi Annan: http://t.co/kk0PNdc4 #FPAnnan
2812,neutral,ESPN's Chris Mortensen confirms that Danny Amendola (clavicle) will be inactive for the Rams on Sunday.
2813,neutral,"""my radio show tomorrow at 8 AM on WPIT 73 AM. Had calls from Neb and FL"
2820,neutral,@OlafurArnalds where are you playing ? I'm just leaving the uk for Helsinki. For my opening at kiasma tomorrow night.
2821,neutral,@SugaOnMy_Cookie Supposed to be havin a party at Cafe Asia on the 10th but i've heard thats changed so idk yo. Lol.
2822,neutral,"""Remember Saturday night Daylight Saving Time ends"
2823,neutral,Unexpected 4th Generation iPad Announced At Apple Special Event: Remember how the 3rd gener... http://t.co/4zHpMF42 http://t.co/NJpEsHIR
2825,neutral,So... I'm going to a round table meeting with The Hon. Peter Garrett on Friday. Any (serious) questions you guys want me to put forward?
2828,neutral,"""Tomorrow for decade day"
2829,neutral,Ken Pom (analyzes NCAA bball stats) rates #Purdue 36th overall and 7th in the Big Ten: http://t.co/RTcYGTax Rosier forecast than other polls
2830,neutral,"""#redsox Over the Mon Daily Red Sox Links: Bobby Valentine"
2832,neutral,"""Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday"
2835,neutral,International Women's day over for another year - roll on March 8th 2013!
2851,neutral,Saudi board omfs resident eastern province for upcoming year contact Dr. Ahmed jan with suggestion regarding your scientific activities
2853,neutral,@Dravidoholic ->RT @rajasthanroyals: Stay tuned for the #BowlToTheWall contest tomorrow and get a chance to bowl to Rahul Dravid himself!
2860,neutral,I was dreaming when I was reminded that I have to take the ACT tomorrow
2862,neutral,Are you a London area fan? We'll be taking ME3 cosplayer photos at Big Ben tomorrow 11AM - come out! Tweet @JessicaMerizan for details!
2867,neutral,"""Your 3rd gen. iPad with Retina display is worth a lot of money"
2869,neutral,"""I think tomorrow when I get out of class I'm going to Wal mart and buying apples "
2873,neutral,Burgundy Wave: Los Angeles Galaxy vs Colorado Rapids - Game Preview: On Friday September 14th the Colorado Rapid... http://t.co/f2RzkL1B
2874,neutral,@ForEverAnAngel4 yeah I went to the one August 12 at the Comcast Center! Wbu?
2875,neutral,"""@JeffSammut590 Ron Francis. Mario Lemieux and Jaromir Jagr took all the scoring titles"
2876,neutral,Game 3 of San Beda vs Letran will be on Thursday at the Smart Araneta Coliseum.
2878,neutral,But me & Derrick going to the Fair tomorrow
2879,neutral,Did you miss the College Workshop for Juniors tonight? Pick up the packet outside Room 101 tomorrow for all the info!
2880,neutral,Here is the 3rd and last part of our Paris Fashion Week SS13 Street Style Report... http://t.co/5QDwR9TP #streetstyle
2881,neutral,Catching the 2nd half of Munich v. Leverkusen now #bundesliga
2882,neutral,@andreaxx33 andreaaa :) are you going to the fair on Saturday?
2884,neutral,I just realized that the only ukiss member that Hyung Jun following is Kevin..
2885,neutral,I am at H.B. Stewart Arena for tonight's 5A-West showdown - Siloam Springs and Greenwood. B/G games have implications for top of standings.
2893,neutral,"""My 1st Fantasy team is the hurt boys. Dwyane Wade"
2895,neutral,"""Ephesians 6:11 (NEB) - Ephesians 6:11 (NEB) Put on all the armour which God provides"
2901,neutral,@SkySportsBoxing is that Liam Walsh that's going to be fighting Ricky burns on dec 15 ?
2902,neutral,CONFERENCE: last day for early bird regs for ARPS 2012 Radiation Safety: Bridging the Gap http://t.co/N00NIJSP Sydney 14-17 Oct
2905,neutral,"""Heading down for the UGA v Ole Miss game with Shrek tomorrow. I'll be bangin belles"
2906,neutral,"""And in Sunday Night Football"
2909,neutral,I think I'm going to watch terra nova or something faggy like that and then pass out since I'm supposed to wake up tomorrow
2910,neutral,@QuoteSS_Henecia @khjbelinda he looks a lot like Hyung Jun in this pic. Lol. ^^
2914,neutral,@junocentrism @PoppoRoy @kycaparas @PapaCaloy Sleepy already will just study HST tomorrow. Huhuhuhu isang malig desisyon ba tong gagawin ko.
2920,neutral,"""This female said Kirko Bangz will be her nigga one day .........C'MON SON"
2921,neutral,To JHB Bok fans go through to Orlando Stadium to watch the #Springboks train tomorrow from 3 - 4:30pm @bokrugby #BOKKE http://t.co/hCDDq4ij
2927,neutral,Catch me & DJ Hollygrove mixing it up this Friday @ Club Paradise! Bands a make her dance... http://t.co/P9YlV8lu (via @overthowed4life)
2928,neutral,Never march uphill with the sun in your eyes the wind in your face and your swords unsheathed.- Cao  Cao in Re: Sun Tsu
2933,neutral,"""@JamaicanThunder @long_ally right"
2934,neutral,Shows on the Great White Way were cancelled Sunday and Monday and Radio City Music Hall al http://t.co/A15UI4NT
2937,neutral,Jordan Farmar http://t.co/YEcuQpii may contain nuts! I got laid last night bc of it
2938,neutral,Watching Kofi Annan on MSNBC @maddow show educate the masses on foreign policy. I wonder how many others are doing so on a Friday night
2939,neutral,"""Los Angeles Galaxy vs Colorado Rapids - Game Preview - On Friday"
2941,neutral,"""REMINDER:  Daylight Saving Time ends Sunday"
2942,neutral,Of course difference is @ghincapie came clean. Shoeless Joe fans contended he was innocent and he may have been @GNewsMelissa
2945,neutral,Shooting myself in the foot >>>> taking the ACT tomorrow
2949,neutral,Free $50 Visa Card give away at Villa Sneakers in Genesee Valley Mall at 10am with Club's 937 Ricky Burns and LV Sat 20th |...
2955,neutral,"""Park chillen with both Bookers"
2957,neutral,Attention Juniors! Tomorrow is the LAST DAY to buy pep rally shirts. They are $7 and you can buy them in all lunches and in room 405!
2960,neutral,#PaidNFullEastSaidUp2 #DBF Drops september 17 classic!!!!! And @ToneToneInHerre Gangsta Grillz is on the way
2963,neutral,@CyrusTheWanted are you coming to the fair on sunday
2964,neutral,"""Did you sign up for a #GainConference workshop tomorrow? Be sure to check in at registration first"
2966,neutral,Starkville Saturday! I might just wear my Ole Miss stuff haha #not
2979,neutral,"""Last night was #twEATup dinner at Bucci"
2991,neutral,"""@FJGadsby I'm gonna give one to Leverkusen and two to Mainz"
2992,neutral,"""Just got the ICS update from Sony on my Sola (apparently it was released on the 17th"
2994,neutral,NASA captures giant UFO mothership near the sun. Is NASA hiding something? http://t.co/vZlRYF2x #UFO #NASA #mothership
2997,neutral,"""Flash News@ SP to support UPA"
2998,neutral,Watch the live webcast of Kofi Annan's interview @BrookingsFP this Thursday at 3:30.  Tell us what you think!
3001,neutral,@AshMayo4 Me & Colton are supposed to carve one tomorrow! Is it gonna be hard?!
3010,neutral,Going to the Fair on Sunday ..
3012,neutral,"""Other than the Super Bowl appearance"
3013,neutral,@KraftCheze for a bit. I'm going to the Fresno game Saturday.
3017,neutral,@DonovanSkyFox Why do you keep saying iPad HD do you mean the 3rd generation one??
3020,neutral,"""Selling tickets for Blackout November 23rd in Fresno tickets are $15 for Limited Time so HMU if you from Chowchila"
3025,neutral,"""So"
3028,neutral,What position groups do the New Orleans Saints need to upgrade most?: Problems may have to be fixed during the o... http://t.co/IVxyFFDZ
3029,neutral,@TheDRichTweet @OFA_FL I have a date tonight in Denver watching my Denver Broncos cream the New Orleans Saints! Spent Sat. on Dashboard.
3030,neutral,"""#MrTony 10/29.2: Cascades - Rhythm of the Rain.  All songs today"
3036,neutral,"""LOOL"
3039,neutral,"""Hey Philly"
3041,neutral,"""Bok squad announcement will be tomorrow for the Australasian tour"
3042,neutral,Thabo Masebe says government will meet with Cosatu tomorrow morning and doesn't want to be seen as ignoring union input. @eNCAnews
3048,neutral,@carrieunderwood @hunterhayes @hhroadguy PLEASE clarify if the show in Atlantic City on November 9th is still on!?!?
3052,neutral,"""So KenPom has NC State ranked 24th. If the Pack finish the season ranked #24"
3054,neutral,@InPlayRadio Arsenal have won three PL games at the Emirates having been two goals down; v Bolton (Mar 08 & Jan 10) and v Spurs (Feb 12).
3057,neutral,"""MT @LccSy #Syria"
3058,neutral,Hope weather clears for Thursday's mission to Shoeless Joe's Courtice for first day back at work #noworkforme @itsaserverslife
3059,neutral,Guess I'm talking to my grandparents about moving to Fresno tomorrow...Leaving everything and everyone behind.
3061,neutral,Come see @Francoishougi and the rest of the Boks train at Orlando Stadium tomorrow at 3pm! http://t.co/GVN5wu5v
3067,neutral,@NaomiAKlein Maude Barlow: Why I am going to be in #Victoria on October 22nd: http://t.co/hUPgpzE5 #defendourcoast #bcpoli #cdnpoli
3071,neutral,"""Ahead of tomorrow's elections in Vanuatu"
3073,neutral,"""#4: CaseCrown Omni Cover Case (Black Carbon Fiber) for iPad 4th Generation with Retina Display"
3078,neutral,Friday's Top 10: Gerald Green rises above the everyone in Friday's Top 10. http://t.co/6SXyhIlP
3079,neutral,[Interview] Kim Hyung Jun - Interview with SINA (New drama is coming soon and new album in February) http://t.co/KURMu99m
3080,neutral,"""Sprint getting Samsung Galaxy Tab 2 10.1 with LTE support"
3082,neutral,"""We're getting ready for 1/2 Way to St. Patty's Day!  We'll see you Saturday"
3086,neutral,iPad HD hits stores tomorrow. Will you be waiting in line for one?
3088,neutral,"""Studs on Sunday - John Henson"
3091,neutral,"""Chief Minister"
3093,neutral,Kim Hyung Jun - Football Team the 2nd A Match at YeongDeungPo-gu DaeRimDong [12.10.27] Credit :@fmdrkmc #2 http://t.co/zyebrEY1
3101,neutral,Depending on the weather in goin to work half naked tomorrow
3102,neutral,"""New Orleans Saints live updates from Joe Vitt"
3105,neutral,Make your way to Hilton Hotel and grab your tickets for @KenyaKona this coming Monday even make reservations via this link @JalangoMwenyewe
3109,neutral,Last day of school tomorrow then im out too Cuba :P haha
3110,neutral,"""Be at Ten Thousand Villages this Thurs 4-8pm. Choc tasting"
3111,neutral,"""The last day of Eid (Monday)  Ceasfire has ended with 115 martyrs including 7 children and 3 women"
3112,neutral,The Cab will be closed Monday and Tuesday  due to the weather conditions of Hurricane Sandy. We appreciate your... http://t.co/fUf0CrCA
3113,neutral,@lindsay_devore ddo you think ill have SATS tomorrow
3114,neutral,"""I'm in the mood to get a Gangsta Grillz today"
3115,neutral,"""House confidence vote on bribing"
3118,neutral,Do you have your HST made for the Diamond Chevrons QAL?  Tomorrow the assembly directions go up!! http://t.co/074Wacjp
3119,neutral,"""Is it ok to be looking forward to the extra hour of sleep this far out :) Daylight Saving Time  Sunday"
3121,neutral,"""Eden Hazard on the bench for the Blues ahead of United saturday"
3124,neutral,"""ARRL: The K7RA Solar Update: A coronal mass ejection (CME) hit the Earth on September 30"
3129,neutral,Thinkin of using the 'Boris Bikes' tomorrow. Anyone ever used them? They any good?
3130,neutral,Cafe Asia for the bday tomorrow night
3131,neutral,I sat with Peter Garrett once in business class. that's my story.
3132,neutral,Text of speech by Gibraltar's Chief Minister at the Finance Centre Lunch in London last Monday. http://t.co/3JUKSGps
3134,neutral,@Popjustice How come you've been all over Melodi Grand Prix and not mentioned Loreen in Saturday's Melodifestivalen?
3139,neutral,Anyone fancy giving me a ride from Guildford to Mitcham tomorrow at about 6pm?!
3140,neutral,See tomorrow on my blog. Paris fashion week day 3 + Viktor & Rolf show #pfw #givenchy #alexandermcqueen #par http://t.co/EjiPTX5C
3141,neutral,#Texans: Top supplemental draft prospect Josh Gordon conducted an individual Pro Day workout with the Texans on Tuesday http://t.co/NFT0Qlbd
3142,neutral,Probably going to walk around naked tomorrow
3144,neutral,Taylor Swift attends the Paris Fashion Week at Espace Ephemere Tuileries. [3 oct] http://t.co/EZTtgkdK
3145,neutral,"""LADIES  Grab a jacket"
3150,neutral,"""Passionate about CNIS' work"
3160,neutral,"""Appearing on the cover of the August 19th. issue of Time Magazine"
3162,neutral,"""Starting tomorrow"
3166,neutral,Barcelona will be without captain Carles Puyol for up to eight weeks after he dislocated his elbow in Tuesday's ... http://t.co/plf9Lybz
3169,neutral,"""@JonesOnTheNBA Gerald Green may have bounce"
3170,neutral,"""@eddysega John Carter XD y mira que me cae bien Taylor Kitsch desde ke vi Friday Night Lights"
3175,neutral,@Hot_1035 do you guys know if Alli Simpson will be at Codys concert tomorrow?
3176,neutral,ATTENTION!!! WorldStarHipHop will be at #TheFactory SATURDAY! Also a few people will be leaving with they bills paid! NO TIPS! JUST BILLS!
3179,neutral,"""Remember folks. Grabbed 3 more earnings plays today. CELG"
3184,neutral,This Saturday!! @Yaris_Sanchez and @SunniAndTheCity host Cafe Asia! LIVE on the radio at 10pm w/ @DJReddz http://t.co/cVivGgS5
3187,neutral,JUNIORS. Tomorrow is the last day to order class rings! Herf Jones will be at school from 8-8:45.
3188,neutral,watching a year with armin van buuren for the 4th time
3194,neutral,"""@4bidden Retreat is where u want to be Saturday night! Hilton Hotel on Hillsborough Rd"
3195,neutral,Thinking I'm going to Charleston tomorrow!
3199,neutral,"""About 30mins left b4 we close the poll. Who would u like 2 see on the Dec cover of CLEO? Kirsten Stewart"
3204,neutral,Penn State tight end Kyle Carter 'day-to-day' with ankle injury: On Tuesday in the Big Ten coach... http://t.co/7Z2tScT1 #Philly #sports
3205,neutral,"""Overexposed Tour"
3207,neutral,"""IRENE+JIMMY who married in Bhutan"
3210,neutral,China Telecom 1st Half Net Profit Falls 8.3% but Beats Expectations: China Telecom also said that it would acqui... http://t.co/c6ggrRps
3213,neutral,"""@iCandy000 umm I'm in the debate right now. I'm looking at the Tribe party at the Hardrock on Thursday"
3215,neutral,@AnupamPkher Lal Bahadur Shastri is the Rahul Dravid of October 2! Agree?
3217,neutral,Anyone going to be in Marshall tomorrow afternoon/night? #hmu
3218,neutral,"""Today"
3219,neutral,Jonghyun just TWEETED ^^ on 9.39 PM ^^ 26 OCT ^^
3220,neutral,Taco Bell then bed. Debating on going to school tomorrow or not.
3221,neutral,When NBA trades become official July 11th - I hear ATL buys out the contract of Jordan Farmar. He will sign with a Turkish team.
3222,neutral,"""Taiwan court extends ex-leader's jail term: <strong>TAIPEI (Nov 2"
3227,neutral,Maude Barlow to speak in Toronto on May 15!  Anyone from @waterlution Toronto going?  http://t.co/ds7YLtce
3230,neutral,"""As Vanuatu gears up for tomorrow's national elections"
3234,neutral,Andando in bicicletta a Roma -- si puo' dividere (share) pure li! Shareable: Changing Bike Culture in the Eternal City: http://t.co/nT3c7ryI
3235,neutral,Tens of thousands of people marched though Taipei on Saturday to push for the legalisation of same-sex marriage ... http://t.co/uo5DmkjE
3237,neutral,"""21 to go for Alex Smith! #49ers MT @caplannfl: Tom Brady wins AFC player of the week for the 22nd time in his career"
3240,neutral,Does anyone have an Invitational at Marshall for Volleyball on the 6th?
3242,neutral,"""What are you doing tomorrow night?? Come along to this and hear from one of Kony's wives"
3244,neutral,Trey Burke tries to follow his older big bro Sully with enrolling in  the NBA Draft! What's your say so should he go or stay! I say stay!
3248,neutral,"""Don't forget about congress! We'll discuss close races in Calif. and around the U.S."
3252,neutral,"""@reuh1 I left it up in SB with Zane my b"
3256,neutral,nov.3rd 2012 Kiss the Ring: Red Bottoms and Jays Edition....Fadda Blaze and Kindy Fatal Bday Bash @ ClubSBL
3258,neutral,"""Terrence Jones & Anthony Davis presented roses to the Derby winner. Meanwhile"
3260,neutral,"""Sprint getting Samsung Galaxy Tab 2 10.1 with LTE support"
3267,neutral,It's our undergraduate open day tomorrow! Come and see everything DMU and the Faculty of Tech have to offer. More info: http://t.co/acIYyL2A
3271,neutral,"""but mitt rumnee"
3272,neutral,"""If you're off campus"
3275,neutral,Some crazy people from Thursday at the Toronto Burlesque Festival #tbf2012   @ Gladstone Hotel http://t.co/AqqkbbWj
3277,neutral,We also have more College Football all day Saturday and NFL all day Sunday.  Dawgs vs Ole Miss at 3:30 Sat.
3279,neutral,Our next broadcast is Monday when the soccer team takes on Seaholm in the first game of the MHSAA Districts.
3282,neutral,"""COSATU will convene a workers rally at Olympia Park stadium in Rustenburg on the 27 October"
3283,neutral,"""National Women's Day 9th of August"
3290,neutral,"""@KissFMUK @claraamfo  travelling to Leicester from Ipswich to check out DMU with Bex"
3291,neutral,Rt @Mariners: #Mariners drop Cactus League game to the #Whitesox 5-0. Return to Peoria tomorrow to face Colorado on @ROOTSports_NW. http ...
3292,neutral,thought-provoking piece with Ian Bennett @BennoGk13 on new #blues manager Lee Clark in tomorrow's Birmingham Mail #bcfc
3294,neutral,I can't believe the first semi-final of Melodifestivalen was just yesterday. Can we press fast-forward to @Danny5ausedo? #TeamDanny
3295,neutral,Hyung Jun's interview is super long! Can't believe it took me 45 minutes.. Am I this slow..
3309,neutral,"""Ferry schedules changes with end of daylight saving time: Daylight Saving Time ends at 2 a.m."
3316,neutral,"""#Telecom #News China Telecom Repairs a Broken Telephone Pole with - M.I.C. Gadget: By Herman Lai"
3317,neutral,"""RIP Jordan Farmar NBA career 2006-2012. From being the 26th overall pick"
3319,neutral,"""On Thursday"
3320,neutral,I'm Shmacked: St. Patrick's Day at WVU to start my Saturday off the right way.
3321,neutral,We're watching the Apple Special event live here http://t.co/0zxTG8qi (Tip: use safari)
3322,neutral,"""Fresno "
3323,neutral,Them Seniors gone beat the Juniors tomorrow.
3328,neutral,Throwback sunday?!?!?Seaholm game with @ellawaechter  http://t.co/N9KQNzUN
3331,neutral,Jason Russell @Invisible sets the record straight on @Oprah's #nextchapter Oct 7 at 9/8c #KONY2012 #MOVE http://t.co/ldxBsJLm
3339,neutral,##$$## Black Friday Deals Samsung UN46ES7500 46 inch 240hz 1080p 3D Wifi LED HDTV Bundled with Samsung's BD-E6500 3D... http://t.co/qzmEX2B1
3344,neutral,Robert griffin throws a td pass on 4th down in the first quarter then the steelers get revenge and block the extra point
3345,neutral,The @PGAllAmerican game will be held Sunday night at 8 PM CT on CBS College Sports. You can follow the event blog: http://t.co/Kn6vuCKd
3351,neutral,"""After a day of racing"
3355,neutral,Maude Barlow: Why I am going to be in Victoria on October 22nd http://t.co/SuANMnU5  #nopipelines #notankers #tarsands
3358,neutral,"""Got my Monthly NOVEMBER Pass today "
3361,neutral,"""Predictions are that the new device Apple will unveil on Wednesday is called the iPad HD"
3365,neutral,This weekend Fri-Sun the legendary @MazJobrani returns to the Houston Improv and Sunday's show is for all ages 13+! http://t.co/MmVUgtZc
3366,neutral,"""Buy your tickets this week for the Smash Project 2012 at TicketNet outlets. Smash Project 2012 on March 8"
3368,neutral,going to myrtle beach tomorrow with the fraternity lets get it
3369,neutral,Im performing at the Houston Improv next Wednesday open mic
3372,neutral,Have to go stand at the apple store like a right dork tomorrow to upgrade my recently purchased ipad3 for the ipad4. Sigh. #1stworldproblems
3374,neutral,"""Senate building open to the public on Saturday 3 November: (AGI) Rome - Palazzo Madama"
3375,neutral,just gonna 'wing' my french and HST tests tomorrow ok
3376,neutral,Kim Hyung Jun - Football Team the 2nd A Match at YeongDeungPo-gu DaeRimDong [12.10.27] Credit : tlsxhah #8 http://t.co/PFy31Fb5
3378,neutral,S.L. @ShannonLeto Who's coming to the Beatport festival July 20th to dance there asses off! (Shannon Leto of 30... http://t.co/2ijJngl5
