tweet,score
"['download', 'iemoticon', 'appstor', 'ï', '¿', '½', 'cool']",1.0
"['oh', 'gosh', 'close', 'finish', 'song', ""can't"", 'wait']",1.0
"['love', 'start', 'fresh', 'new', 'week', 'ti', 'motiv']",1.0
"['good', 'morn', 'littl', 'twitternut', 'squash', 'today', 'what', 'weather', 'like']",1.0
"['happi', 'monday']",1.0
"['sleeepi', '...', ""i'm"", '...', 'goodnight', 'twittervers']",1.0
"['may', 'th', 'may', 'forc', 'etc', 'got', 'know', 'star', 'war', 'realli', 'appreci']",1.0
"[""can't"", 'help', 'look', 'twitter', 'page', 'drool', 'custom', 'bg']",1.0
"['noth', 'like', 'charley', 'bigg', 'chicken']",1.0
"['monday', 'morn', 'exist', 'hot', 'tea']",1.0
['hello'],1.0
"['happi', 'juddday', 'everybodi']",1.0
"['good', 'morn', 'world']",1.0
"['thank', 'morn', 'laugh', 'funni']",1.0
"['...', 'ye', ""that'"", 'said']",1.0
"['unoffici', 'cours', 'provid', 'info', 'could', 'want', 'geelong', 'footbal', 'club']",1.0
"['first', 'compre', '..', 'complet', 'exam', 'hr', 'instead', 'allot']",1.0
"['final', '..', 'rain', 'delhi']",1.0
"['amaz', 'best', 'time', 'hope', 'good', 'weekend']",1.0
"['hello', 'twitterfon', ""i'm"", 'glad', 'back']",1.0
"['curtain', 'two', 'rug', 'make', 'bath', 'excit', 'hahaha']",1.0
"['wish', 'london', 'see', 'like', 'biggest', 'dream', 'meet', 'iloveyouuu']",1.0
"['excit', 'cwpm', 'tomorrow', '..', 'one', 'member', 'go', 'still', 'good', 'start']",1.0
['thank'],1.0
"['sooo', 'glad', 'im', 'home', 'floridia', 'fun', 'back', 'atl', 'time', 'sleep', '...', 'back', 'work', 'constant', 'grind']",1.0
"['thank', 'ballroom', 'danc', 'competit']",1.0
"['hope', 'film', 'go', 'well', ""i'm"", 'new', 'whole', 'twilight', 'phenomenon', 'pick', 'better', 'vampir']",1.0
"['hello', 'theree']",1.0
"['love', 'kim', 'kardashian', 'watch', 'tv', 'show', 'keep', 'kardashian', 'ur', 'bless', 'good', 'look']",1.0
"['bed', 'one', 'day', 'left', 'school', 'get', 'go', 'holiday', 'yay', 'final', 'get', 'sick', 'school', '...', 'lol']",1.0
"['enjoy', 'see', 'everyon', 'present', 'saturday', 'clark', 'howard', 'event', 'especi', 'pre-clark', 'speaker']",1.0
"['got', 'school', 'goin', 'cinncinatti', 'wednesday']",1.0
"[""i'm"", 'pump', 'day']",1.0
"['cost', 'quit', 'bit', 'mean', 'fli', 'pizza', 'china', 'nice', 'fusion', 'idea', 'may', 'experi']",1.0
"['ha', 'ha', 'surprisingli', 'well', 'consid', 'good', 'time', 'sun', 'mountain']",1.0
"['good', 'morn', 'everyon', 'time', 'work']",1.0
"['push', 'start', 'long', 'new', 'starwarsday', 'babi', 'born']",1.0
"['excit', 'jon', 'today', 'good', 'luck', 'guy', ';)']",1.0
"['exactli', 'well', ""i'm"", 'pick', 'sister', 'speak', 'later', 'enjoy', 'afternoon', 'pub', 'shelv', 'lol', 'xx']",1.0
"['live', 'spain', '..', 'never', 'take', 'hot', 'shower', 'grant', '..', 'luckili', 'nice', 'friend', 'across', 'street']",1.0
"['hahah', 'hope', 'enjoy', 'day']",1.0
"['hope', 'great', 'weekend', 'pari']",1.0
"['depend', 'drink', 'drink', 'mani', 'mate', 'joke', 'fail']",1.0
"['think', ""i'll"", 'go', 'enjoy', ""sun'"", 'ray', '...', 'love', 'work']",1.0
"['help', 'ex-stud', 'uni', 'assign', 'via', 'skype', '...', 'gotta', 'love', 'connect', 'world', 'sudi', 'game', 'design', 'even', 'better']",1.0
"['good', 'morn', '...', 'hope', 'throw', 'back', 'coffe', 'like', 'right']",1.0
"['good', 'morn', 'good', 'wakeup', 'music']",1.0
"['hoisin', 'duck', 'pizza', 'salt', 'pepper', 'pizza', 'gelato', 'dinner', 'edmund', 'jade', 'good', 'time']",1.0
"['least', 'big', 'enough', 'month', 'old', 'find', 'swallow', 'yo', 'track']",1.0
"['reinstal', 'ubuntu', 'laptop', 'time', 'use', 'ext', 'new', 'filesystem', 'system', 'boot', 'time', 'grub', 'full', 'oper', 'second']",1.0
"[""i'v"", 'sent', 'twitter', 'invit', 'poet', 'friend', ""i'm"", 'hope', 'come', 'poetiz', 'would', 'love', 'see', 'poet', 'poet']",1.0
"['mayb', 'got', 'hour', 'ago', 'awesom', 'night', 'nah', ""can't""]",1.0
"[""i'm"", 'much', 'tune', 'word', 'today', 'thank']",1.0
"['australia', 'get', 'may', 'th', 'enjoy']",1.0
"['hi', 'amazn', 'actress', 'greet', 'slovenia']",1.0
"['hey', 'everybodi', 'hah', 'day', 'cool', 'got', 'back', 'walk', 'dog', '...', 'omgosh', 'send', 'link', 'pleas']",1.0
"['good', 'afternoon', 'hope', 'great', 'week']",1.0
[],1.0
"['sure', 'go', 'blog', 'today', 'check', 'friend', 'bet', 'new', 'one', 'today']",1.0
"['well', 'thank', 'think', 'ever', 'get', 'scratch', 'one', 'well', ""i'm"", 'right']",1.0
"['thank', 'movi', 'review']",1.0
"['even', 'sunset', 'time']",1.0
"['nice', 'young', 'guy', 'dunkin', 'donut', 'let', 'go', 'first']",1.0
"['check', 'email', 'got', 'follow', 'withb', 'name', 'live', 'oz', 'welcom', 'board', 'alrer', 'ego']",1.0
"['christian', 'mobil', 'directori', 'run', 'month', 'old', 'visit']",1.0
"['calcul', 'made', 'lot', 'littl', 'algebra', 'babi', 'today']",1.0
"['back', 'school', 'daili', 'show', 'amaz', 'gonna', 'watch', 'later', 'think', 'xd']",1.0
"['arent', 'u', 'famou', 'alreadi', 'lol', 'ador', 'fan', 'fan', 'would', 'anyth', 'heheh', 'im', 'fan']",1.0
"['come', 'guy', 'brazil', ""we'll"", 'love', 'happen']",1.0
"['what', 'head', 'what', 'head', 'next', 'what', 'head', 'later', 'yeah', 'that', 'pretti', 'much']",1.0
"['thank', 'motiv', 'return', 'rate', ""i'm"", 'input', 'coffe']",1.0
"['good', 'morn', 'franc', 'zacci']",1.0
"['everybodi', 'welcom', 'hello', 'nicol', ';)']",1.0
"['happi', 'anniversari', 'hope', 'mani', 'mani', 'best', 'us']",1.0
"['work', '...', 'still', 'recov', 'amaz', 'beauti', 'weekend', 'mention', 'incred', 'friend']",1.0
"['instal', 'inav', 'iblu', 'v', 'theme', '...', 'give', 'fresh', 'feel']",1.0
"['funniest', 'desktop', 'ever']",1.0
"['hey', 'yay', 'thank', 'wow', 'ur', 'page', 'awesom']",1.0
"['coool', 'thank', 'lot', 'xxx']",1.0
"['play', 'man', 'utd.kick', 'champion', 'leagu', 'nd', 'leg.lol']",1.0
"['inde', 'glad', 'hear', 'everyth', 'good', ""i'm"", 'great', 'life', 'good']",1.0
['hello'],1.0
"['morn', 'great', 'day', 'school', 'go']",1.0
"['buy', 'first', 'mac']",1.0
"['proper', 'journo', 'would', 'agre']",1.0
"['record', 'acoust', 'track', 'sexi', 'kid']",1.0
"['great', 'hous', 'sell', 'come', 'complet', 'ride', 'mower']",1.0
"['sit', 'shadow', 'tree', 'heart', 'citi', 'listen', 'panic', '..', 'wait', 'bu', 'thank', 'wind', 'pleasant', '...']",1.0
"['cowboy', 'western', '...', 'seen', 'good', 'luck']",1.0
"['thank', 'retweet']",1.0
"[""i'm"", 'done.haha', 'hous', 'md', 'marathon', 'ulet']",1.0
"['hi', 'miss', 'isabel', ':]']",1.0
"['haha', 'rite', 'im', 'freee', 'britney', 'spear', 'listenin', 'time']",1.0
"['put', 'half', 'nake', 'dougi', 'poster', 'love', ""sugar'"", 'ladmag']",1.0
"['aww', '..', 'thank', 'bro', 'glad', 'got', 'u', 'activ', 'twitter']",1.0
"['england', 'summer', 'holiday', 'year', '...', 'yay']",1.0
"['peac', 'good', 'morn']",1.0
['rain'],1.0
"['thank', 'rain', 'garden', 'kid', 'start', 'garden', 'lapbook', 'thank', 'heidi']",1.0
"['bought', 'italian', 'horsesho', 'charm', 'dragon', 'seem', 'strong']",1.0
"['lie', 'new', 'lab', 'pup', 'lap']",1.0
"['pj', 'day', 'best', 'day']",1.0
"['worri', ""i'm"", 'safe', 'sound']",1.0
"['much', 'fun', 'today', 'love', 'alyssa', 'arellano', 'mika', 'rey']",1.0
"['good', 'morn', 'go', 'kick-butt', 'day']",1.0
"['morn', 'sunshiin']",1.0
"['today', 'wonder', 'love', 'monday', 'movi', 'theatr', '...', 'come']",1.0
"['good', 'morn', 'coffe', 'taylor', 'swift', 'cd', 'start']",1.0
"['gonna', 'tri', 'get', 'coupl', 'hour', 'sleep', 'love', 'go', 'bed', 'later', 'twitter']",1.0
"['todayi', 'yayi']",1.0
"['stay', 'afterschool', 'today', 'friend', ""i'd"", 'tell', 'em', 'text', 'lol', 'likin', 'us']",1.0
"['cool', 'linux']",1.0
"['happi', 'star', 'war', 'day', 'everyon', 'may', 'th', 'xxx']",1.0
"['everyth', 'fine']",1.0
"['good', 'morn', 'everyon', 'finish', 'breakfast', 'get', 'readi', 'see', 'wonder', 'day', 'store']",1.0
"['fun', 'see', 'glimps', 'life']",1.0
"['thank', 'remind', 'hope', 'great', 'time']",1.0
"['watchinggg', 'new', 'video', 'sooo', 'good', 'addict']",1.0
"['coffe', 'gym', 'studio', 'stori', 'life', 'day', 'grate']",1.0
"['love', 'clutch', ""i'm"", 'lust', 'one', 'bright', 'yellow']",1.0
"['creat', 'account', 'get', 'chanc', 'chat', '(:', 'admir', 'amaz', 'inspir', 'write']",1.0
['worth'],1.0
"['final', 'day', 'start', 'nice', '...', 'mayb', 'nice', 'end', ';)']",1.0
"['thank', 'hun', ""i'm"", 'work', 'hard', '...', 'thank', 'mama', 'yuhh']",1.0
"['hope', 'find', 'nice', 'healthi', 'also', 'cheap', 'breakfast']",1.0
"['see', 'nova', 'monday', 'ticket']",1.0
"['report', 'form', 'iit', 'delhi', 'rain', 'start', '..', 'pick', 'speed', '...', 'provid', 'welcom', 'relief', 'hostel']",1.0
"['lazi', 'day', 'play', 'xbox', 'drink', 'tea']",1.0
"['feel', 'love', 'mom', 'got', 'nikon', 'cool', 'pix', 'birthday']",1.0
"['dear', 'daniel', 'good', 'news', 'nintendo', 'want', 'potenti', 'lotchecktest', 'hoffentlich', 'wird', 'mit', 'der', 'stell']",1.0
"[""i'm"", 'feelin', 'aiden', 'today', 'bu', 'die', 'romat']",1.0
"['happi', 'star', 'war', 'day', 'everyon', 'may', 'th']",1.0
"['first', 'day', 'new', 'job', 'yeah']",1.0
"['wish', 'live', 'holland', '):', ""i'm"", 'go', 'see', 'pari']",1.0
"['lookin', 'forward', 'liverpool', 'mz']",1.0
"['guess', 'listen', 'love', 'stori', 'time', 'ipod', 'evil', 'woman', 'youv', 'taken', 'life', 'lol']",1.0
"['three', 'broodi', 'one', 'atm', 'china', 'egg', 'keep', 'happi', 'ish']",1.0
"['thank', ""that'"", 'realli', 'sweet']",1.0
"[""i'm"", 'sure', 'amaz', 'wish', 'could', ':]', 'incred', 'phenomen', 'amazingli', 'talent', 'singer']",1.0
"['happi', 'monday', 'lot', 'littl', 'thing', 'today', 'tri', 'water', 'plant', 'front', 'earli', 'jammi', 'got', 'caught', 'two', 'neighbor']",1.0
"['well', 'make', 'dinner', 'make', 'dinner', 'wet', 'hair']",1.0
"['easi', '...', 'turn', 'keyboard', 'upsid']",1.0
"['saturday', 'partytiiim']",1.0
"['dinner', 'ali', 'tonight', 'celebr', 'first', 'day', 'new', 'job', 'near', 'trader', ""joe'"", 'might', 'stop']",1.0
"['oh', 'ye', 'level']",1.0
"['better', 'note', '..', 'smile', 'u', 'someth', 'thank', '..']",1.0
"['read', 'onlin', 'articl', 'mention', '..', 'meh', 'happi', 'stuck', 'guys--just', 'tri', 'get', 'rid']",1.0
"['start', 'video', 'edit', 'first', 'spank', 'movi', 'mina', '...', 'ad', 'next', 'updat']",1.0
"['make', 'happi', 'daughter', 'famili', 'support', 'money', 'shop', 'restaur']",1.0
"['seem', 'brighter', 'color']",1.0
"['good', 'morn', 'hope', 'u', 'great', 'day']",1.0
"['ahahaha', 'okay', 'deal', 'snuff', 'hermion']",1.0
"['mufasa', 'warrior', 'ocean', 'hahahahahaha']",1.0
"[""can't"", 'wait', 'hand', 'work', 'tomorrow', 'im', 'practic', 'finish', 'year', 'yay']",1.0
"['hey', 'thank', 'follow', 'go']",1.0
"['good', 'morn']",1.0
"['yup', 'even', 'though', 'lil', 'raini', 'lol', 'hope', 'ya', 'good', 'day']",1.0
"['thank', 'udah', 'di', 'follow']",1.0
['thank'],1.0
"['yesss', 'wore', 'weekend', 'plant', 'garden', 'work']",1.0
"['whoa', 'steadi', 'mate', 'fall']",1.0
"['thank', 'much', 'follow', 'keep', 'date', 'much', 'possibl', 'makeup', 'line', 'plu', 'new', 'collect']",1.0
"['looov', 'bank', 'holiday']",1.0
"['good', 'morn', 'twigga', 'twitch']",1.0
"['pleasee', 'give', 'shoutout', 'love', 'georgia', 'uk']",1.0
"['oooooo', 'glad', 'hear', 'incred', 'though', 'still', 'bookmark', 'tri', 'sometim']",1.0
"['littl', 'tire', 'gland', 'bank', 'holiday', 'lie']",1.0
"['yay', 'busi', 'good']",1.0
"['good', 'midday']",1.0
"['bride', 'la', 'mode', 'pow', 'wow', 'first', 'thing', 'morn', 'past', ""weekend'"", 'love', 'wed', 'fresh', 'mind', '...', 'pic', 'soon']",1.0
"['pictur', 'burn', 'taylor', 'swift', 'great', 'song']",1.0
"['hahaha', 'busi', 'see', 'repli', 'ye', 'true']",1.0
"['one', 'day', 'hope', 'retir', 'one', 'float', 'island']",1.0
"['..', 'someon', 'think', 'good', 'luck', 'lynni', 'tattoo', ';)']",1.0
"['wait', 'hubbi', '...', 'wake', 'entir', 'much', 'fun', 'wit', 'tha', 'seester', 'last', 'night']",1.0
"['bank', 'holiday', 'london', 'woohoo']",1.0
"['ye', '...', 'today', 'star', 'war', 'day', 'may', 'th']",1.0
"['yay', 'hope', 'day', 'work', 'wonder', 'si', 'bank', 'holiday', 'england', 'today', 'everyon', 'work']",1.0
"['..', 'oh', 'mint', 'loung', '...', 'awesom', 'night']",1.0
"['one', 'talent', 'singer', 'dancer', 'actress', 'love', 'song', 'look', 'forward', 'next', 'album', 'cheer', 'east']",1.0
"['earli', 'monday', 'cram', '...', 'yay', 'week', 'left']",1.0
"['haha', 'mom', 'back', 'today', 'weekend', 'away', 'first', 'word', 'whi', 'hous', 'dirti', 'love', 'life', '..']",1.0
"['sit', 'sabbeth', 'first', 'period', 'buhahaha', 'cool', 'sabbeth', 'lmao']",1.0
"['sweat', 'sweat', 'deal', 'thought', 'sweet', '...', 'start', 'pronoun', 'move', 'onto', 'spell', 'trentl', '..']",1.0
"['dont', 'think', 'bad', 'well', 'edit']",1.0
"['afternoon', 'first', 'rehears', 'extrem', 'talent', 'singer-songwrit', 'today', 'wish', 'luck']",1.0
"['day', 'day', 'shred', 'day', 'special', 'k', 'challeng', '...', 'feel', 'fantast']",1.0
"[""i'm"", 'think', 'deserv', 'award', 'big', 'shini', 'one']",1.0
"['good', 'even', 'enjoy', 'vacat', 'eventhough', 'bore', 'pray', 'david', ""cook'"", 'brother', 'rip']",1.0
"['hehe', 'thank', 'everyon', 'class', 'laugh']",1.0
"['yeah', 'good', 'go', 'use', 'give', 'want', 'watch', 'star', 'trek']",1.0
"['good', 'morn', 'rain']",1.0
"['miss', 'husband', 'nice', 'wake', 'parent', 'hous', 'dog', 'ecstat']",1.0
"['sappi', 'littl', 'fellow', 'thank', 'well', 'wish', ""i'll"", 'need', 'today', 'one', 'exam']",1.0
"['nope', 'day', 'sleep', 'time', 'ha']",1.0
"['love', 'mr', 'oh', 'much', 'day']",1.0
"['damn', '...', 'long', 'shift', 'tonight', '...', 'realli', 'sleep', ""i'm"", 'tire', 'nice', 'talk', 'jon', 'work', 'gotta', 'love', 'boy']",1.0
"['good', 'girl', 'nevah', 'tell', 'hahahahaha', 'hope', 'good', 'weekend']",1.0
"['yeah', 'get', 'show', 'interest', 'process', 'key', 'follow', '...', 'least', ""that'"", ""i'v"", 'learn', 'far']",1.0
"['bought', 'dress', 'yesterday', 'day', 'til', 'chri', 'home', 'excit', 'gavin', 'first', 'tooth']",1.0
"['yeah', 'tila', 'littl', 'cuti', 'littl', 'nutti', 'sweetheart', 'think', 'cute']",1.0
"['wait', 'cool', 'slide', 'door', ""that'"", 'oxymoron']",1.0
"['hahaha', 'boyfriend', 'yeah', 'look', 'differ', '...', ""he'"", 'cute', '...', 'want', 'watch', 'movi', '...']",1.0
"['employe', 'orient', 'serco', 'yayi', '..', ""i'm"", 'excit', 'nervou', 'wish', 'luck']",1.0
"['yeah', 'good', 'startl']",1.0
"['new', 'album', 'bloodi', 'time']",1.0
"['wooo', 'interest', 'thank', 'info']",1.0
"['final', 'got', 'overdu', 'book', 'littl', 'room', 'overstuf', 'back', 'pack']",1.0
"['hey', 'buck', 'love', 'u', 'load', 'love', 'buck']",1.0
"['ever', 'mention', 'love', 'ellen', 'lot']",1.0
"['awesom', 'excit']",1.0
"['hey', 'life', 'love', 'translat', 'love', 'life']",1.0
"['one', 'good', 'deed', 'deserv', 'anoth', 'hope', 'help', 'someon', 'els', 'day']",1.0
"['time', 'lame', 'school', 'ugh', 'xp', 'thank', 'god', 'monday', 'r', 'quick']",1.0
"['lol', 'go', 'easi', 'use']",1.0
"['alhamdulilah', 'got', 'accept', 'nafa']",1.0
"['thank', 'view', 'portfolio', 'www.wahliao.com', ""i'll"", 'updat', 'sometim', 'keep', 'u', 'updat']",1.0
"['hi', 'wake', 'lazi', 'would', 'proud', 'btw', 'nice', 'colour', 'burnt']",1.0
['appreci'],1.0
"['girl', 'talk', 'awesom']",1.0
"['day', 'big', 'confer', 'central-eastern', 'europ', 'caspian', 'scout', 'group', 'meet', '...', 'almost', 'long', 'twitter']",1.0
"['congratul', 'heart', 'hacker', 'comput', 'hacker']",1.0
"['good', 'morn']",1.0
"['happi', 'may', 'bank', 'holiday', 'british', 'peep']",1.0
['gooodmorn'],1.0
"['ahh', 'love', 'u', 'u', 'got', 'twitterrr']",1.0
"['time', 'school', ""y'all"", 'happi', 'starwar', 'day']",1.0
"['awww', 'gorgeou', 'photo', 'california', 'two', 'make', 'melt']",1.0
"['well', ""i'm"", 'gonna', 'mission', 'find', 'music']",1.0
['wov'],1.0
"['yeah', ""i'm"", 'excit']",1.0
"['bye', 'peopl']",1.0
"['anyon', 'plan', 'revolution', 'real', 'estat', 'week']",1.0
"['hang', 'myrtl', 'beach', 'marri', 'man']",1.0
"['ur', 'wlcm', 'pleasur', 'mine', 'jacki']",1.0
"['brought', 'new', 'glass', 'camera']",1.0
"['beauti', 'follow', 'check', 'youtub', 'mayb', 'www.youtube.com/user/theboomtub', 'thnx', 'load']",1.0
"['cool', 'get']",1.0
"['goood', 'morn']",1.0
"['pig', 'catch', 'swine', 'flu', 'avian', 'flu', 'risk', 'develop', 'fli', 'pig', 'flu', 'awesom', 'funni']",1.0
"['say', 'good', 'even']",1.0
"['birthday', 'today', 'run', 'mile', 'tomorrow', 'ughh', 'choir', 'concert']",1.0
"['new', 'album', 'truli', 'geniu', 'happi']",1.0
"['whatev', 'know', 'like', 'hahahhah']",1.0
"['birthday', 'girl', 'hous', 'tweet', 'tweet', 'sucka']",1.0
"['twitter', 'hair', 'dri', 'wash', 'macadamia', 'orang', 'shampoo', 'smell', 'gorgeou']",1.0
"['phlegmili', 'green', 'hous', '...', 'clever', 'ever', 'sooo', '...', 'eeewww', 'slow', 'clap', 'get', 'well', 'soon']",1.0
"['yay', 'bag', 'giveaway', 'bag', 'pretti', 'mayb', ""i'll"", 'belt', ""we'll"", 'see']",1.0
"['hi', 'celebxxxvidsyh', 'aybygw', 'thank', 'follow']",1.0
"['artwork', 'singl', 'wooot', 'wooot']",1.0
"['ohhh', 'excel', 'song', '..', 'hello', 'friend']",1.0
"['feel', 'better', 'breakfast', 'time']",1.0
"['thank', 'well', 'wish', 'hope', 'ur', 'day', 'also', 'quit', 'success']",1.0
[],1.0
"['keep', 'thing', 'inspir', 'black', 'women', 'send', 'posit', 'energi', 'way']",1.0
"['oh', 'okay', 'cool']",1.0
"['bank', 'get', 'thing', 'roll', 'hooray', 'day']",1.0
"['omg', 'j', 'n', 'new', 'fave', 'show', 'one', 'guess', 'hahahha']",1.0
"['kinda', 'forgot', 'much', 'love', 'dark']",1.0
"['would', 'love', 'see']",1.0
"['lol', 'know', 'dont', 'need', 'plant', ""i'll"", 'give', 'hug', 'instead', 'hug']",1.0
"['happi', 'star', 'war', 'day', 'twitter']",1.0
[],1.0
"['take', 'bath']",1.0
"['woop', 'rehears', 'song', 'yep', 'sound', 'even', 'enough']",1.0
"['propellerhead', 'harddriv', 'long', 'got', 'music', 'repo', 'back', 'shape', 'felt', 'nostalg']",1.0
"['yeah', 'good', 'dont', 'click', 'red', 'x', 'shut', 'good', 'u', 'minim', 'goe', '..']",1.0
"['cool', 'good', 'know']",1.0
"['awesom', 'weekend', 'awesom', 'turn', 'rummag', 'sale', 'friday', 'saturday']",1.0
"['saw', 'fiddler', 'topol', 'girl', 'looov', 'next', 'month', '...', 'anni', 'th', 'row', ""can't"", 'wait', 'trip', 'music', 'store', 'fiddler', 'sheet', 'music']",1.0
"['driven', 'theatr', 'develop', 'thick', 'skin', ""yo'"", 'audit', 'sinc', 'gotten', 'part']",1.0
"['best', 'wknd', 'man', 'levi', 'sara', 'love', 'u', 'guy']",1.0
"['good', 'weather', 'remind', '..', 'read', 'post', 'sugar', 'cane', 'juic', 'n', 'thing', '..', 'weather', 'call', 'thing']",1.0
"['happi', 'starwarsday', 'may', 'th', 'everyon']",1.0
"['bueno', 'dia', 'mundo', 'de', 'twitter', 'eat', 'b-fast', 'watch', 'sex', 'fire', 'video', 'b', 'go', 'work']",1.0
"['well', '...', 'ya', 'gettin', 'lol', 'love', 'frm', 'ireland']",1.0
"['rout', 'home', 'parent', 'th', 'wed', 'anniversari', 'day', '..', 'gona', 'take', 'em', 'dinner', ""let'"", 'c', 'find', 'woman', 'getha', 'long']",1.0
"['hey', 'miss', 'jane', 'goe', 'film', 'hope', 'good', 'famili']",1.0
"['hate', 'school', 'love', 'chiodo']",1.0
"['good', 'morn']",1.0
"['way', 'one', 'goal', 'year', 'forgiv', 'peopl', 'idea', 'much', 'lift', 'shoulder', 'feel', 'better']",1.0
"['gonna', 'go', 'bed', 'night', 'tweeter', 'dont', 'think', 'sleep', ';)', 'hahah', 'nite']",1.0
"['glad', 'home', 'punch', 'late', 'today', 'tire', 'thank', 'good', 'tonight', 'make', 'sure', 'someth', 'fun', 'today']",1.0
"['haha', 'nuu', '..', 'solo', 'qoincideencia', '..', 'en', 'seriooo']",1.0
"['lone', 'day']",1.0
"['u', 'school', 'today']",1.0
"['im', 'sure', 'today', 'mayb', 'tomorrow', '..']",1.0
"['call', 'time', 'good', 'phone', 'wanna', 'catch', 'love', 'miss']",1.0
"['thank', 'love', 'miseri', 'busi', 'paramor', 'great', 'band']",1.0
"[""everythin'"", 'great', 'dandi', 'thank', 'ask', ""how'r""]",1.0
"['school', 'rusti', 'put', 'oh', 'love', 'ipod', 'awh']",1.0
"['wow', 'thank', 'say', 'man', ""i'd"", 'love', 'illustr', ""children'"", 'book']",1.0
"['good', 'morn', 'monday', '...', 'feel', 'though', 'came', 'visit', 'earli', '...', 'happi', 'see', 'none', 'less']",1.0
"['happi', 'birthday']",1.0
"[""that'"", 'call', 'dedic']",1.0
"['lol', 'thank', 'show', 'site', 'tell', 'hubbi']",1.0
"['bed', 'eat', 'chocol', 'super', 'parti', 'yay', 'play', 'new', 'camera', 'could', 'amaz', 'photograph']",1.0
"['also', 'excit', 'blazin', 'squad', 'reviv', 'im', 'root', 'em', 'new', 'song']",1.0
"['hm', '...', 'bit', 'work', 'bit', 'fun', '...']",1.0
['hellooo'],1.0
"['look', 'forward', 'see', 'hear', 'norway', 'live', 'fast']",1.0
"['monday', 'work', 'leg', 'still', 'hurt', 'littl', 'smile']",1.0
"['happi', 'b-day', 'freaaak']",1.0
"['work', '...', 'hillcat', 'game', 'cent', 'hot', 'dog', 'haha']",1.0
"['gonna', 'beauti', 'day']",1.0
['agre'],1.0
"['reminis', 'wonder', 'day', 'yesterday', 'famili', 'love', 'noth', 'like', 'shoot', 'basketbal', 'men', 'life']",1.0
"['love', 'creditcard-s', 'memori', 'stick', 'microsoft', 'keep', 'send']",1.0
"['might', 'see', 'god', 'mother', 'littl', 'boy', 'bit', 'leon', 'cute']",1.0
"['cant', 'wait', 'thing']",1.0
"['new', 'stripey', 'top', 'day']",1.0
"[""i'm"", 'reagan', 'con', 'accord', 'quiz']",1.0
"[""i'm"", 'get', 'back']",1.0
"['one', 'final', 'two', 'go']",1.0
"['agre', 'like', 'new', 'pic']",1.0
"['heyi', 'shantel', 'twitter', 'cool', 'that', 'guess', 'follow', 'britney', 'spear', 'follow', 'back']",1.0
"['..', 'good', 'price', 'consid', 'go', 'see', 'right']",1.0
"['happi', 'star', 'war', 'day', 'everyon', 'enjoy', 'holiday', 'uk']",1.0
"['today', 'week', '..', 'yiha']",1.0
"['incred', 'sweet', 'good', 'hubbi', '...']",1.0
"['unless', 'gretel', 'killeen', 'appar', 'look', 'pretti', 'damn', 'good']",1.0
"['great', 'weekend', 'glad', 'sunni', 'today']",1.0
"['chill', 'baybe', 'sarah', 'love', 'girl']",1.0
"['rest', 'day']",1.0
"['welcom', 'back', 'thank', 'pictur', 'made', 'morn', 'better']",1.0
"['pari', 'till', 'friday']",1.0
"['good', 'morn', 'everyon', 'nice', 'see', 'today', 'hope', 'wonder', 'funni', 'day']",1.0
"['month', 'left', 'high', 'school', 'thank', 'god', 'readi', 'summer']",1.0
"['ye', 'dahl', '...', 'definit', 'one', 'awesom', 'tweep', ""i'm"", 'send', 'love', 'kind', 'across', 'ocean']",1.0
"['morn', 'welcom', 'new', 'follow', 'tweet', 'busi', 'pleasur', 'fair', 'warn']",1.0
['love'],1.0
"['dye', 'hair', 'nail']",1.0
"['hahahha', 'day', 'cool', 'noth', 'open', 'like', 'isol', 'haha', 'cool']",1.0
"['good', 'morn', 'twitter', 'peep', 'agenda', 'today']",1.0
"['saw', 'like', 'bad', ':]']",1.0
"['l', 'u', 'much', 'see', 'u', 'school', 'todaay']",1.0
"['promis', 'thank']",1.0
"['back', 'li', 'hour', 'ago', 'n', 'still', 'made', 'work', 'yay']",1.0
"['yep', 'noth', 'worri']",1.0
"[""someone'"", 'sweet', 'tooth', 'die', 'somethin', 'sweet', ""i'v"", 'attack', 'chock', 'coat', 'tini', 'teddi', 'could', 'find', 'lol']",1.0
"['ha', 'ha', 'might', ""i'v"", 'doubl', 'morn', 'intak', 'alreadi', 'last', 'coupl', 'day', 'huge', 'bowl']",1.0
"['like', 'sound']",1.0
"['hella', 'worth', 'even', 'need', 'full']",1.0
"['feel', 'inadequ', 'follow', '...', 'send', 'enzyt']",1.0
"['im', 'great', 'thank']",1.0
"['wait', 'cue', 'kenni']",1.0
"['way', 'birmingham', '..', 'sew', 'van', 'punk']",1.0
"['end', 'far', 'start']",1.0
"['listen', 'band', 'recommend', 'sarrah', 'realli', 'like', 'friday', 'night', 'boy']",1.0
['coffe'],1.0
"['spring', 'pictur', 'today', 'go', 'schoool']",1.0
"['fun', 'see', 'peopl', 'side', 'pond', 'get', 'right', '...', 'thank', 'much', 'share']",1.0
[],1.0
"['wow', ""can't"", 'believ', 'monday', 'alreadi', 'hope', 'everyon', 'well', 'today']",1.0
"['ofici', 'back', 'work', 'system', 'run', 'smoothli']",1.0
"[""i'm"", 'jason', 'mraz', '...', 'look', 'electr', 'guitar', 'yay']",1.0
