content,target
@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working,0.0
@DuchessAmy don't cut yourself!!,0.0
puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now,0.0
Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,0.0
"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank",1.0
"If you followed us recently, PLEASE dont be offended that we haven't followed back. We hit our limit.   Hopefully we will be free soon.",0.0
@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there,1.0
http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.,1.0
@michvs i wanna go home  x,0.0
Having dinner at the crown at south moreton with David and a stroppy teenager,1.0
@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad,0.0
Hoping the day gets better now,0.0
Doctor Who has finished,0.0
never trust someone else's battery operated power tools when you're in a hurry,0.0
Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery,0.0
babysitting kids who won't let me play wii with them,0.0
"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?",0.0
@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?,0.0
my sunburn hurts,0.0
@tommcfly say a hi to me tom  please please,0.0
Nobody's home tonight. Except me. Alone. Sigh. Oh how I wish @MysteriousLover was here,0.0
"Boa tarde, chegay",0.0
@H60DSTABOY yeeeeemp  same time like yesterday,0.0
Work time....,0.0
"@DawnChamberlin no, def rubbish tonight",0.0
not feeling too great today,0.0
looking at this website!! should be working!!,1.0
@dutchcowboys Huh... PR from 5 to 2..?,0.0
where is my melly belly when i need her ?,0.0
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",0.0
@scotlanded It is! Wish there was one in our area.,1.0
@PinkTribble I do not consider myself to be an estate agent,0.0
@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!,1.0
"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show",0.0
@brookeburke i found out that there's sushi with fake crab meat and it's not good for you,0.0
Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,0.0
My graduation day... And i feel like a failure...,0.0
I only have 2 more seasons of X-Files to watch,0.0
@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you,0.0
@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x,0.0
Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction,0.0
Is up way to early for a saturday  though its nearly my weekend!,0.0
Yah me too,0.0
Man i am being boring today not tweeting  How are you guys?,0.0
i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though,0.0
"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",0.0
"Has work very, very soon. Way too soon!",0.0
My belly is speaking to me! I need food!,0.0
@FamousRejects OmG U NasTY,0.0
"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t",0.0
@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house,1.0
@shadowcall I'm sorry to hear that.,0.0
"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!",0.0
Listening to Hey Zulu - Red n' Meth. Sux to be at work right now,0.0
Why are CDs in HMV so overpriced? ï¿½12.99 for @billyraycyrus? I hate having no money,0.0
"A singing girl. Talented, yeah. Good to complain about? No",0.0
I have clocked out for possibly my last time at Northview Middle School.,0.0
@BugJemm  not for too long I hope x,1.0
I've experienced apathy over empathy in customer service situations too many times recently.,0.0
@RaptorsForum Sigh... you know I am...,0.0
"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend",0.0
Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too,0.0
ugh i need a job but no one is hiring,0.0
"oh my gosh  this is the hardest decision of my life! who do i chose? Jonas or Green Day,ugh",0.0
@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring,0.0
"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!",0.0
I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.,0.0
Must head back to the office,0.0
im away from the comp....  ill be back later,0.0
"Its not looking too good outside  if this continues, i feel a movie night coming on...",0.0
I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.,1.0
@pd1ddee i havent got a call,0.0
@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!,0.0
@playspymaster I want an invite - sick of seeing all these links for people playing and being left out,0.0
"Finally feels like a nice summer day, and I'm feeling sick",0.0
"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",0.0
Getting ready to ship a care package to the daughter. She's not coming home this summer from college,0.0
walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains,0.0
"oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!",0.0
With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts,1.0
arghh ! i feel like a lobster ! sunburn hurts,0.0
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",0.0
@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs,0.0
I miss Heroes already  Come one fall!,0.0
#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing,0.0
aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then,0.0
@itsjustgoldie Why are you insulting me? What did I do to you?,0.0
back from exmouth,0.0
depressed; my best friends pissed @ me,0.0
Can't believe those idiots buzzed out the juggler.,0.0
@Nunzio_Bruno what question? oh I'm not around tonight...,0.0
All my spare time seems 'twill be spent doing homework this weekend.,0.0
3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,0.0
#bgt not the best song for her,0.0
Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!,0.0
I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy,1.0
Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week,1.0
@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though,0.0
Same old customer service team member,0.0
OMG that little girl on BGT!!!!!!!!,1.0
@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.,1.0
I'm feeling so frustrated...I just can't get things to work!!,0.0
"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!",0.0
Done with the Missourian for the day. No call back from Sturtz...,0.0
ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,0.0
Ewwwy. Just did campus cleanup for community service.,0.0
Oh gosh how I want the party to be over and done with already.,1.0
@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx,0.0
@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday,0.0
"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me...",0.0
"@H0TCOMMODITY thanks, u 2!!! Idk if Im going or not... I don't feel like getting all dress up and doing my hair!!!  LOL",0.0
@eedawson It's not gonna storm!  because I said so!,1.0
not doing relay  oh well.,1.0
Please don't vote for her out of sympathy!  #BGT,0.0
awwww bless her  she needs another chance.,0.0
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,0.0
On the subject of frosty beer - My bloody fridge has conked and my beer is warm,0.0
Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.,1.0
My beautiful lil cousin @SjFindlator is going to prom today...SAD  I can't be there..but I know shes gonna look BEAUTIFUL as always...,0.0
@ArsenalSarah she lookd soo freaked out!!poor wee thing,0.0
"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad",0.0
I want it to be summer. NOW. why is it sprinkling STILL!?!?,1.0
Stupid sun i  actually have to work now,0.0
argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,0.0
Being followed by compliance.  Great.   Have to watch what I say now.,1.0
Now Im crying....  Poor thing..,0.0
Ouch just burned myself making soup for nico...,0.0
@beeank haha its awesome i always have to use it when i eat,1.0
awww holly  shes so cute! i hope they let her sing again!,1.0
Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work,0.0
she made my sister cry too hahah. bless her.  i hope she can do it again.,1.0
@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?,0.0
@Lint1 No  Have you? And what's your favorite RHCP song?,0.0
"@unscriptable yes, at an upgraded consumption rate, too",0.0
@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina,0.0
"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",1.0
"aww i can't believe that wee girl on bgt was crying, it was so sad",0.0
@dylanxtra my fly? but but but he was driving me insane  aw you made me feel bad now,0.0
Bless the little girl on BGT!,0.0
@tommcfly do you remember my spok-5?,0.0
@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston,1.0
Aww Holly Steel ... Dont cry,0.0
"@sheagunther Damn, I'd be interested in working with Care2, but I don't live in SF anymore",0.0
No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396,0.0
enjoying a fresh mango bubble-tea slush   but still at work,0.0
awww bless her. she made me cry,0.0
@skagod69 one of the usual 2.,0.0
"@shoesandbooks Lucky you I have to wear a name tag  I feel like x-mass tree when I work Tag, Keys cliped on belt and ad's aroud my neck",0.0
awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;,1.0
just got news that one of our good friends grams passed away.She was strong as a horse. You never know what tomorrow may hold.,0.0
@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request,0.0
"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge.",1.0
@jennwadsworth So sad that schools have to close.,0.0
I hate that place!,0.0
@rocked nope i have a fifth generation ipod classic  it likes to be dumb,0.0
"@djgraham I think @darkmonkey has found it (http://bit.ly/3pj876 , but I can't play it",0.0
"@Jennifalconer how tough was that, just wanted to hug her like my own",0.0
Ahhh feel sorry for that little girl  can't watch her crying xx,0.0
phone is still blocked only my fav 5 can cll me,0.0
"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",1.0
"is sick, a congested forehead (its possible) and chest. Achy eyes and back, all I wanna do is sleep the weekend away!",0.0
@emmy_563 'caus eit was school today!!!! I had a big exam...,0.0
At the pub with the dog but seems to have misplaced friend with drinks,0.0
@MorningToast Once James Cameron touches something and revolutionizes it... someone else comes along and fucks it up,0.0
@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex,0.0
anyone have a verizon fone i can borrow for the mean time while i get my replacement?,0.0
good night..have to get up so early tomorrow,0.0
@mitchelmusso not good you're not comin close to where i love on tour,1.0
@kayekayekaye Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,1.0
Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?,0.0
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,0.0
@datachick That version is not compatible with Vista.,0.0
@19fischi75 ok - thats enough!,0.0
@gfalcone601 ino :O i was near crying for her  sometimes i forget that its actually live tv =/ .....am i talkin about the sme thing?:Sxxxx,0.0
@Abbyluvsaj nice! I wish twitter would tile mine,0.0
Yikes. That poor girl on BGT. That was quite hard to watch,0.0
Cramps . . .,0.0
ughhh! this is the third bottle of foundation I've broken,0.0
First Natalie and now little Holly. This is mean,0.0
aww i feel so bad for Holly,0.0
"omds! holly steel, bless her!  x",1.0
why is everyones tweets about britains got talent?! i feel left out,0.0
@mitchelmusso  i can't call you im from Mexico and i don't know the code,0.0
@gfalcone601 bless her lil socks... think they need to rethink the age thing me,1.0
@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n),0.0
i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3,1.0
"I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'",0.0
@mitchelmusso dont you have a uk say now?,0.0
Somehow I have yet to accomplish a fucking thing.,0.0
Wait... @DamonAndrew and @Uchenna3... Electrik Red or Richgirl?  I'm a sucker for the later,0.0
@JEFFHARDYBRAND  Aww bless hope the phones okayy  x x,0.0
Playing games don't help me out of being bored!,0.0
@Dorkus_ Well their not gonna fit her in with this big long advertisement,0.0
@Scath that's a defeatist attitude,0.0
"@Soph_Ichigo She tried to carry on aswell, bless, I suppose maybe that's why kids shouldn't be in it?",0.0
just because you're a superstar it doesn't mean you have to do that !,0.0
Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong,0.0
@Trickiliz13 ohhh baby!!! PDGG! ahh! im missing it! ahhh  hehaheahaaaa,0.0
"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",1.0
@decaydance --Nothing,0.0
We are checking out and on our way home  I am rwady to be home!,0.0
"@tommcfly talk to me isn't a good idea?  i'm going to buy a gift to my friend, so you have 20 mins...",0.0
@gfalcone601 Is It The Bit Where Hollie Started Crying?,0.0
@FTSKirstin im depressed like so baddddd.,0.0
@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx,0.0
@mitchelmusso dam living in england  x,0.0
@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...,0.0
"Unfortunatley, AerLingus no longer fly to Copenhagen so we're have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",0.0
shit got to go do the grocery.. I almost got no more food  snif snif...,0.0
@sarahblevins3 i know!!,1.0
"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",0.0
@StephWBates  if i was closer i would deliver grub to you!,1.0
Awww that poor little girl on BGT,0.0
@gfalcone601 I know right  Poorpoor girl! It shows why they shouldn't put young people in competitions like this though (.....) -,0.0
@icklewabbit OMG you aren't online. Shock horror.,0.0
"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",0.0
@simplecake Bye.,0.0
"@shtoofi  i know the feeling, working so much sucks hardcore. we need to hang out soon",0.0
At the vet with a sick dog  http://twitpic.com/67clz,1.0
Can't paint anymore because of the light,0.0
"@Bvictor Nerves I think, Im not sure",0.0
@MandyPandy32  awww for me I just think she's tooo young or just not ready for it - tis painful to watch her so upset,0.0
No one is bringing snacks,0.0
ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,0.0
I want to join but i live in michigan,0.0
Why is looking for girls names easier than looking for boys,0.0
Fuck the day flies when u got 3647 things to do and only 8 hours to do it in!!,0.0
@TatianeMarks quem ï¿½ Katy??,0.0
ok bye alex have fun today,0.0
Zac Brown is in Virginia Beach and I'll be in NoVA,0.0
wtf happened? i have no feed,0.0
@MashUpNicole I still have an hour.,0.0
@clairemcs i dunno if he saw it  happy birthday girl!,1.0
Omg ! BGT making me cry  . That wee girl  it's soo sad.,0.0
@beingnobody aww that is sad,0.0
"@gfalcone601  haha, i was crying  xx",1.0
"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl",1.0
Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.,0.0
"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again.",0.0
My last full day of even day classes. I'm a little sad,0.0
The bunny is longing for the hoodie she left in the car   brrr....,0.0
@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,0.0
doesn't want to go to work....,0.0
http://bit.ly/dIQF3 I hope some day my mom will get this message!,1.0
It was going to happen one day but I so feel for the girl AND her mum,0.0
"@0oMiriamo0 but i like the idea going to cinema, but monday....",0.0
@breedimetria I feel you I have a third eye right now and right before I go see foreign boys,0.0
"@Littleradge  I'm not even in your situation and now I'm sad. I'm sorry, that's really sucky.",0.0
@casgetta what's wrong?,0.0
@PlayForKeeps oh my gosh! i know! happend yesterday,1.0
"Brian (cat) still hasn't shown up...I feel sad and sick, I'm afraid he's been eaten by something.    It doesn't look  good",0.0
@IMjustDaNNi Awww thats not fair to me. Now im a lil sad,0.0
getting ready for work. boohoohoo i dont wanna go to work!,0.0
@kaydub I am using iMovie 08 and it's still not bad. I am afraid to hear what is wrong with 09,0.0
@SOREALCRU its Gloomy in LA no sun  but its nice,0.0
@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO,0.0
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,0.0
@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!,0.0
@Slayer_89 I feel so sorry for her  hope she dnt cry 2nd time,0.0
NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,0.0
@Mollieandme When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,0.0
HollowbabesHere comes the utter shite #bgt &lt;I completely agree,0.0
"@redbloc whats twhirl? I've some work to be doing over the weekend thank god so I'm probably going to miss it red, sorry",0.0
"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;",0.0
Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3,0.0
@YAphilJ phil! I miss you gracin ya with your presence I haven't been on much  what's new?,0.0
"@nikkeekristen Yeah, it says that at the bottom  21+, and must be available to live there from Aug 19th to nov 2nd, roughly.",0.0
@eBlondie I know...heartless souls,0.0
@westlifebunny my days been aight! been cleaning mostly! went to mcds to check for hader toy..no luck  so i ate chickfila,0.0
Work in that heat is horrible !,0.0
"@genejm29 I spoke too soon  Still a nice evening, but lots of broken cloud coming in from the south.",0.0
The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides,0.0
"@thatdamnninja Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha.",1.0
hollie steel  bless her. but go dreambears &lt;33333 hahahahaha,1.0
Awwwwwww holly,0.0
Waiting for my cell phone to dry out.... it went swimming in bowl of water earlier,0.0
"@lobsterandswan Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!",0.0
@ruthnin An expense I could do without at the moment,0.0
"Being unable to have booze on a Friday, indeed the entire weekend, actually hurts",0.0
stressed beyond BELIEF. need a nap,0.0
"@davidcrow @cspin and I suppose, until we have more bike lanes, the roads aren't safe enough to pull your kids in bike buggies/trailers",0.0
awww poor little girl on britains got talent,0.0
Aww the little girl on Britain's Got Talent!  I actually love Ant n Dec!  Oh an' Simon Cowell. ;),0.0
Left poor fred!(boyfriend) in the alice in wonderland ride !  oops sorry fred! Argh!,0.0
@hollie__ Aww bless her. She's one of my faves,0.0
@ShesElectric_ more than youl ever no ! !! ! !!   xxx,1.0
@Nahtuhlee Why no sn... o. yeah... Sad day.....,0.0
too many meds. sleeepy sleeepy. I hate being sick,0.0
sees the finish line disappearing in a plethora of emails!!!    WAH!,0.0
@xxAnnaSxx oh I'm sorry for that. how old was your grandpa?,0.0
"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...",0.0
Man tha mojitos from earlier got me feelin type funny. Hope I don't get sick  http://myloc.me/20DD,1.0
@dylanxtra awwwwwwwwww  thats jus...awwwww.did she get to start again like?,0.0
@kiieeeee yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back,1.0
in Mallorca. Want to play guitar   When i come home I'm going to buy the mcfly dvd first :]],1.0
@mitchelmusso I want to call you but it would cost to much  But Maybe my parents will say okay =D,1.0
@gfalcone that made me cry  poor hollie xx,0.0
"@jcubed1 totally agree, but she always seems to be henpecking John, even before the cheating thing",0.0
#BGT That poor kid,0.0
@KittyBuffieKat I know Buffie. I am sitting in my office instead of going to see Ms. Kane. Major bummer,0.0
&quot;I think you should know this. He's going to break up with you. And I just had to tell you. I'm sorry. I know you love him.&quot;,0.0
@stoc just found out they are closed on mondays!  working on a backup plan,0.0
I need a new iPhone case but I am broke.,0.0
I sure do hope it becomes 4:20 this afternoon ...,0.0
@Sam4God How is she spoilt? She's like 10? 11? That was hard for her to be put up in front of 14m people.  She's really young.,0.0
is sad his wife is in Florida while he's sick in Lexington...,0.0
@laurenosaur I would love to but sadly I have to work,0.0
I really like Lady GaGa's &quot;Paparazzi&quot;...  #whatshappening,1.0
@starfish1211 - what! That's so horrible! I'll be praying. Poor thing.,0.0
sizzling outside. Work inside = double,1.0
"@genglo ouch! I can't even look at that one, just knowing it exists it enough for me",1.0
Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,1.0
@jessiiemcfly oh but that girl  but AIDAN!,0.0
@Jason_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,0.0
no phone  i knew i should've charged it last night. SIGH,0.0
"Not making good time, fucking Chicago traffic  - Photo: http://bkite.com/07XOh",0.0
@mitchelmusso  imnot aloud to call you!but i think your awesomeily!xx,0.0
"stuck in anniston, mississippi. because we got in a car accident :\ now im scared to drive  boy drivers ed should be fun this summer D:",0.0
I have an IQ of 136 only.. :O,0.0
"Not making good time, fucking Chicago traffic  - Photo: http://bkite.com/07XOi",0.0
@robertpwilkins i should have left them alone. now they hurt  so no run and adter i fianly had a shower and washed the paint off ...,0.0
why does twitter hate me i cant put no photos on my page,0.0
@love_Jamie I guess  ! I was really suprised..,0.0
@robineccles Indeed I did get your song however am unable to listen.,0.0
In an office on a Friday evening,0.0
"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won't give me any",0.0
@erockett89 i wish i was home in bed naked,0.0
aww bless her  give her a chance ..,1.0
So off work about to do what I don't know I'm exhausted,0.0
yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay,1.0
@aaronhoskins I fucking miss that band so so much,0.0
wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,0.0
@mattchung I GOT IT! i hope i get off of work in time for UP   want my job?,0.0
miss my hubby already!,0.0
@wonky73 I'm just too busy these days to twitter or blog,0.0
4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise,0.0
@randiellen03 Nofair! My BK only had Uhura and Nero left.,0.0
Bad day  The day you realize what mess you've put me through will be one of the happiest days of my life...,0.0
Well off the clock twitter friends. Sidenote: I hate commuting in heavy rain,0.0
Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website,0.0
@martiningram that's a brilliant idea! only one buzz though,1.0
need to cheer up!,1.0
at panera for lunch  byyy myself  aww,0.0
@SQLDBA Sorry  I'll make sure to bomb in talk at SSUG next month as penance ;-),0.0
i can't find my tennis racket!!,0.0
"needs water, paper towels and coke from the store but feels too sick to go get it",0.0
"so, why the hell are we going to school for 2 hours next monday and tuesday...dumb snow days and thier lame rules...my mom making me go",0.0
I will be missing all of the 1st game tonight. Maybe i will get lucky and be home in time to watch part of the second.,0.0
"@IainLiddle When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",1.0
"@suzziequeue  Yes thanks, its been great. Soooooo not looking forward to Monday",0.0
"@yankeeragu I think they're really good, so that probably damns them to obscurity.",0.0
"@biphenyl I hope you have someone to spell you so you can wander a bit! Man, I feel like signing off Twitter for a couple of days.",0.0
"four shots of novacaine in my mouth  my right cheek is totally numb, booo.",0.0
Awwww holly!  x,1.0
@djirie  that would mean me babe! but Fcuk it my name @rozoonthego is SUPER FREAKIN COOL! I give myself a pass! HA!,1.0
Helping my cousin get ready for her 8th grade dance...she is growing up,0.0
@justkappa hey there hunny! I have missed you. No calls..or emails...,0.0
@CagneyArtist ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I'm sure she will not last long.,0.0
@TiffConnFTW cause theres no party,0.0
@2flutterby  Hang in there! Drink some hot coco,0.0
Tonight is the last Jay Leno late nigt show,0.0
@Flesheater,0.0
@MadisonApril lol haha fresh to death lol ha ha I love and miss u 2 id almost given ï¿½ on u cuz u nvr respond 2me  but u did today! Luv u2,1.0
at home and sore knee,0.0
- thats my hair guys. oh dip i gotta go!  on-ee two minits leff . . .,0.0
Gotta sleeep am so tired  good night tweeps!,0.0
"@justinobey I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",0.0
"@GavinHolt awwwh no way, i was well bubblin!",1.0
@AngySTHB  Its not funny. The bump's not going away.,0.0
@TheRedHood its my going away partyyy @mandydiblasi 's.  you should come!,0.0
"Yrbook signing w/ evryone was fun, I'm gna miss evrything",0.0
@TJSilver Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.,1.0
@jmelencholy I'm having lunch already  ur a lil late buddy!,0.0
listening to music!! my phone just died on me  !! Can't find my charger... my brother needs 2 stop taking mine without asking!!,0.0
"that little girl on BGT  omggg, how can people not feel sorry for her?",0.0
grrr hate when i make careless mistakes on docs i give to my partner,0.0
"Omg, watching Hollie Steel's crying is so so painful  #bgt",0.0
"@stoya limited web access? i thought europe was a lot more &quot;connected&quot; than we were. regardless, have fun, i've never been to europe",0.0
I want a fake BLT....,0.0
Arghhhhhhhhh... i can't keep up with these TwitterBones peeps,0.0
"hey @mitchelmusso please reply me, i can't call you im from Mexico and i don't know the code  love you",0.0
"hey @mitchelmusso please reply me, i can't call you im from Mexico and i don't know the code  love you",1.0
Leno's last show tonight.,0.0
"@greatkingrat hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!",1.0
on my way to driver's training,0.0
Aww I got to see my 1st grade teacher's last day before she retired,1.0
@theroser i miss you SO much-o,0.0
@dapass  http://twurl.nl/goljwp is what i get when i try to add a new post,0.0
@blackittyblack haha... sorry  she should be in the whole like two people @bohemianchurch follows,0.0
@bobbie_k_2k - Y!360 closing? get out!,0.0
@stevico1 Exactly!,0.0
is never around for the sl100 quiz   I want water park tickets waaaa,0.0
@whatabout_ken that sucks  If only I was there to hang out.,0.0
@brunamedeiros heeeeey baby ? where are you?,1.0
Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum,0.0
@FreyaLynn they can't be in their carriers anymore?,0.0
@Kate_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,0.0
@noisemaker_ aww thats too bad you lost it though,0.0
This is how much hair falls off everytime I shower. It's more sad than disgusting  http://yfrog.com/6p190aj,0.0
"That poor girl on britains got talent, god love her  forgot the words and cried  but gets a second chance to perform again : ]",0.0
@brran1 that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,0.0
Hav fun at heav y Metal happy hour you guys! In the future @staygangsta accadentally sets it on fire while smoking with @grayblue,1.0
"@idmoore Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday",1.0
@gfalcone601 tom is not with u!  hahahahahahhah he's with my bff,1.0
@mrseb  Mimiron hardmode!,0.0
aWWW Poor Holly,0.0
"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza",0.0
@sherryaperez  aww mamas... I hope all is well. Get some rest beautiful! Muah! Holla.,0.0
only gets spam in her college email account now. What a way to rub in graduation.,0.0
@JRobertsTWC: Help Jen I had a Monster Energy Drink and now I'm crashing.,0.0
@zhighlife people r weird,0.0
"sure miss Chick, tho...may he RIP!",0.0
